data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8907642,804,UKR53222,53222,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,2,"Segodnya; Novoye Vremya Ukraine; 24 Channel",National,"On 11 March 2022, fighting took place between Russian forces and Ukrainian forces near Chernihiv. The Ukrainian side reports that during the clashes the Russian side suffered significant losses. Unspecified fatalities coded as 10.",10,1647376820,UKR
8907643,804,UKR53224,53224,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,2,"24 Channel; Segodnya",National,"On 11 March 2022, Ukrainian forces shot down two Russian Su-34 aircraft around Chernihiv. Casualties unknown.",0,1647376820,UKR
8907644,804,UKR53240,53240,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Rubtsi,49.1772,37.5666,1,"Liveuamap; Suspilne Media","Local partner-New media","On 11 March 2022, Russian forces shelled Rubtsi, Donetsk. 10 residential buildings, a kindergarten and a school building were damaged. Casualties unknown.",0,1647376820,UKR
8907645,804,UKR53243,53243,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Yatskivka,49.1716,37.5477,1,"Suspilne Media; Liveuamap","Local partner-New media","On 11 March 2022, Russian forces shelled Yatskivka, Donetsk. A governmental building, six residential buildings, and stores were damaged. Casualties unknown.",0,1647376820,UKR
8907646,804,UKR53244,53244,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"Novoye Vremya Ukraine; Suspilne Media",National,"On 11 March 2022, Russian forces shelled Mariupol, Donetsk throughout the whole night. Casualties unknown.",0,1647376820,UKR
8907647,804,UKR53252,53252,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivsk,Ivano-Frankivsk,48.9215,24.7097,1,"Novoye Vremya Ukraine; Segodnya",National,"On 11 March 2022, Russian forces shelled the airport and civilian infrastructures in Ivano-Frankivsk. Casualties unknown.",0,1647376820,UKR
8907648,804,UKR53258,53258,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Iziumskyi,Oskilska,Oskil,49.1745,37.4272,1,"Novoye Vremya Ukraine; 24 Channel",National,"On 11 March 2022, Russian forces shelled the Psychoneurological specialized clinic in Oskil, Kharkiv which was residing 360 people inside at the time of the shelling. No casualties.",0,1647376820,UKR
8907649,804,UKR53259,53259,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Derhachi,50.1066,36.1211,1,"Liveuamap; Suspilne Media","Local partner-New media","On 11 March 2022, Russian forces shelled Derhachi, Kharkiv, as a result of which at least 3 civilians were killed and one was wounded.",3,1647376820,UKR
8907650,804,UKR53273,53273,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kyiv,Buchanskyi,Bilohorodska,Bilohorodka,50.3901,30.2278,1,"Centre for Information Resilience; Twitter","New media","On 11 March 2022, Russian military forces launched 'Grad' missiles which hit residential buildings in the village of Bilohorodka, Kyiv oblast. No casualties were reported.",0,1647376820,UKR
8907651,804,UKR53295,53295,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Mykolaiv,Bashtanskyi,Snihurivska,Mykolaiv,47.0715,32.798,1,"24 Channel; Novoye Vremya Ukraine",National,"On 11 March 2022, Russian forces shelled with multiple rocket launchers civilian infrastructures in Mykolaiv as a result of which one civilian was injured.",0,1647376820,UKR
8907652,804,UKR53298,53298,"11 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,Europe,Ukraine,Rivne,Sarnenskyi,Myliatska,Myliach,51.6772,26.7452,1,"TUT.BY; 24 Channel",National-Regional,"On 11 March 2022, Russian forces conducted airstrikes on Myliach village, Rivne as a result of which 3 explosions took place. No casualties.",0,1647376820,UKR
8907653,804,UKR53303,53303,"11 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Volyn,Lutskyi,Lutska,Lutsk,50.7593,25.3424,1,"Novoye Vremya Ukraine; Segodnya",National,"On 11 March 2022, Russian forces launched several airstrikes on Lutsk, Volyn as a result of which a fire broke out. 4 civilians died and 6 were injured.",4,1647376820,UKR
8907660,804,UKR53237,53237,"11 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Primorske,47.316,37.943,1,061.ua,National,"On 11 March 2022, residents of Primorske protested in Primorske, Donetsk, against the Russian occupation of the city and the Russian military aggression in Ukraine. [size=no report]",0,1647376820,UKR
8907666,804,UKR53305,53305,"11 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,2,061.ua,Subnational,"Displacement: On 11 March 2022, 225 people were evacuated from Enerhodar, Zaporizhia, to Zaporizhia. Along the way, stops were made in Vasylivka and Dniprorudne where more civilians were picked up for evacuation.",0,1647376820,UKR
8907668,804,UKR53304,53304,"11 March 2022",2022,1,"Violence against civilians","Abduction/forced disappearance","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)","Government of Ukraine (2019-)",7,78,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,061.ua,Subnational,"On 11 March 2022, about 10 Russian servicemen kidnapped the mayor of Melitopol from the Palace of Culture in Melitopol, Zaporizhia and took him away in an unknown direction.",0,1647376820,UKR
8907700,804,UKR53262,53262,"11 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,"24 Channel",National,"On 11 March 2022, residents of Kherson protested in Kherson, Donetsk calling against the Russian occupation of the city. [size=no report]",0,1647376820,UKR
8907705,804,UKR53308,53308,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,3,"24 Channel",National,"On 11 March 2022, Ukrainian forces shot down Russian Su-25 aircraft around the Zhytomyr oblast. The pilot died. [coded to Zhytomyr as the exact location is unknown]",1,1647376820,UKR
8907707,804,UKR53297,53297,"11 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Poltava,Poltavskyi,Poltavska,Poltava,49.5937,34.5407,3,"24 Channel",National,"Interception: On 11 March 2022, Ukrainian forces shot down a Russian missile in the territory of the Poltava region. [coded to Poltava as the exact location is unknown]",0,1647376820,UKR
8907710,804,UKR53276,53276,"11 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Kyiv,Buchanskyi,Buchanska,Bucha,50.5435,30.212,1,"24 Channel",National,"Displacement: On 11 March 2022, at least 1800 civilians were evacuated from Bucha, Kyiv to Bilohorodka, Kyiv.",0,1647376820,UKR
8907714,804,UKR53261,53261,"11 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,"24 Channel",National,"On 11 March 2022, explosions were heard in Kherson, likely airstrikes by the Russian forces. Casualties unknown.",0,1647376820,UKR
8907716,804,UKR53260,53260,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"24 Channel",National,"On 11 March 2022, throughout the whole day Russian forces shelled various locations of the city of Kharkiv. One civilian died.",1,1647376820,UKR
8907728,804,UKR53277,53277,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Irpinska,Irpin,50.5218,30.2506,1,"24 Channel",National,"On 11 March 2022, fighting took place between Russian forces and Ukrainian forces in Irpin, Kyiv. Casualties unknown.",0,1647376820,UKR
8907734,804,UKR53302,53302,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Lebedynska,Lebedyn,50.5852,34.4849,1,"24 Channel",National,"On 11 March 2022, Russian forces shelled civilian infrastructures in Lebedyn, Sumy. Casualties unknown.",0,1647376820,UKR
8907747,804,UKR53280,53280,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Makariv,50.4641,29.8113,1,"24 Channel",National,"On 11 March 2022, fighting took place between Russian forces and Ukrainian forces in Makariv, Kyiv. Casualties unknown.",0,1647376820,UKR
8907749,804,UKR53292,53292,"11 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Luhansk,Sievierodonetskyi,Rubizhanska,Rubizhne,49.0123,38.3797,1,"24 Channel",National,"Displacement: On 11 March 2022, civilians were evacuated from Rubizhne, Luhansk, to Kamyshevakha and Pokrovske.",0,1647376820,UKR
8907751,804,UKR53289,53289,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,1,"24 Channel",National,"On 11 March 2022, Russian forces shelled civilian infrastructures in Kreminna, Luhansk as a result of which a private house burned down. Casualties unknown.",0,1647376820,UKR
8907753,804,UKR53293,53293,"11 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.9467,38.4914,1,"24 Channel",National,"Displacement: On 11 March 2022, civilians were evacuated from Severodonetsk, Luhansk, to Kamyshevakha and Pokrovske.",0,1647376820,UKR
8907760,804,UKR53294,53294,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.9467,38.4914,1,"24 Channel",National,"On 11 March 2022, Russian forces shelled civilian infrastructures in Severodonetsk, Luhansk as a result of which 2 civilians were wounded.",0,1647376820,UKR
8907763,804,UKR53307,53307,"11 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,3,"24 Channel",National,"Interception: On 11 March 2022, Ukrainian forces shot down a Russian drone in the territory of the Zhytomyr region. [coded to Zhytomyr as the exact location is unknown]",0,1647376820,UKR
8907765,804,UKR53290,53290,"11 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Luhansk,Sievierodonetskyi,Lysychanska,Lysychansk,48.9054,38.4353,2,"24 Channel",National,"Displacement: On 11 March 2022, civilians were evacuated from Lysychansk, Luhansk to Kamyshevakha and Pokrovske.",0,1647376820,UKR
8907896,804,UKR53236,53236,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shyroka Balka",48.3034,37.9305,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired 120mm and 82mm mortars and anti-aircraft guns at the positions of the Donetsk People's Militia in Shyroka Balka, Donetsk. Casualties unknown.",0,1647376820,UKR
8907908,804,UKR53233,53233,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired 122mm artillery and multiple rocket laucnhers at the positions of the Donetsk People's Militia in Horlivka, Donetsk. Casualties unknown.",0,1647376820,UKR
8907910,804,UKR53245,53245,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,"Donetsk - Petrovskyi",47.9341,37.4817,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired unspecified weapons at the positions of the Donetsk People's Militia in Donetsk - Petrovskyi. A residential building was damaged. Casualties unknown.",0,1647376820,UKR
8907911,804,UKR53238,53238,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Uzhivka,47.1446,37.8563,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired 120mm mortars at the positions of the Donetsk People's Militia in Uzhivka, Donetsk. Casualties unknown.",0,1647376820,UKR
8907925,804,UKR53234,53234,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Ozeryanivka,48.2737,37.9725,2,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired 122mm artillery at the positions of the Donetsk People's Militia near Ozeryanivka, Donetsk. Casualties unknown.",0,1647376820,UKR
8907927,804,UKR53231,53231,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Zaitseve,48.4292,38.0094,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired mortars at the positions of the Donetsk People's Militia in Zaitseve, Donetsk. Casualties unknown.",0,1647376820,UKR
8907947,804,UKR53247,53247,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,"Donetsk - Kuibyshivskyi",48.0199,37.6525,1,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired unspecified weapons at the positions of the Donetsk People's Militia in Donetsk - Kuibyshivskyi. Several residential buildings were damaged. Casualties unknown.",0,1647376820,UKR
8907973,804,UKR53235,53235,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shakhta imeni Gagarina",48.3435,37.942,2,"DPR Armed Forces Press Service",Other,"On 11 March 2022, Ukrainian forces fired 120mm mortars at the positions of the Donetsk People's Militia near Shakhta imeni Gagarina, Donetsk. A residential building was damaged. Casualties unknown.",0,1647376820,UKR
8908049,804,UKR53300,53300,"11 March 2022",2022,1,"Strategic developments",Arrests,"Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Sumy,Romenskyi,Romenska,Romny,50.751,33.4747,2,Liveuamap,"Local partner-New media","On 11 March 2022, 29 Russian servicemen were arrested by Ukrainian forces near Romny, Sumy.",0,1647376821,UKR
8908050,804,UKR53306,53306,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zaporizhia,Vasylivskyi,Vasylivska,Kamianske,47.5424,35.3662,1,Liveuamap,"Local partner-New media","On 11 March 2022, a Russian military column was ambushed by the Ukrainian forces in Kamianske, Zaporizhia. Casualties unknown.",0,1647376821,UKR
8908051,804,UKR53256,53256,"11 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Milova,49.4514,36.7083,1,Liveuamap,"Local partner-New media","On 11 March 2022, Russian forces launched 2 airstrikes on Milova, Kharkiv during which civilian infrastructures were targeted. At least 2 civilians died.",2,1647376821,UKR
8908055,804,UKR53225,53225,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Ivanivska,Viktorivka,51.2971,31.4058,1,Liveuamap,"Local partner-New media","On 11 March 2022, a battle took place between Russian forces and Ukrainian forces in Viktorivka, Chernihiv. According to the Ukrainian side, all the Russian soldiers were forced to leave the town. Casualties unknown.",0,1647376821,UKR
8908056,804,UKR53228,53228,"11 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Crimea,Simferopolskyi,Simferopolska,Simferopol,44.9502,34.1017,3,Liveuamap,"Local partner-New media","Interception: On 11 March 2022, Russian forces claim that they shot down a Ukrainian drone in the territory of Crimea. [coded to Simferopol as the exact location is unknown]",0,1647376821,UKR
8908058,804,UKR53254,53254,"11 March 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Military Forces",,8,,,0,80,Europe,Ukraine,Kharkiv,Chuguivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,1,Liveuamap,"Local partner-New media","On 11 March 2022, a raiway bridge was blown up in Chuhuiv, Kharkiv.",0,1647376821,UKR
8908060,804,UKR53282,53282,"11 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Fastivskyi,Byshivska,Byshiv,50.2664,29.8869,1,Liveuamap,"Local partner-New media","On 11 March 2022, Russian forces launched an airstrike on Byshiv, Kyiv. Casualties unknown.",0,1647376821,UKR
8908066,804,UKR53253,53253,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Zolochiv,50.2799,35.9818,1,Liveuamap,"Local partner-New media","On 11 March 2022, Russian forces shelled Zolochiv, Kharkiv. 1 civilian died and 2 were wounded.",1,1647376821,UKR
8908067,804,UKR53232,53232,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Toretsk,48.3934,37.8453,1,Liveuamap,"Local partner-New media","On 11 March 2022, Russian forces shelled with BM-21 Grad Toretsk, Donetsk. Casualties unknown.",0,1647376821,UKR
8908118,804,UKR53284,53284,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Vyshhorodskyi,Ivankivska,Kukhari,50.8182,29.5899,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Kukhari, Kyiv. Casualties unknown.",0,1647376821,UKR
8908122,804,UKR53285,53285,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Vyshhorodskyi,Poliska,Poliske,51.2408,29.3889,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Poliske, Kyiv. Casualties unknown.",0,1647376821,UKR
8908125,804,UKR53272,53272,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Bucha,Dmitrovskaya,Buzova,50.4165,30.0411,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Buzova, Kyiv. Casualties unknown.",0,1647376821,UKR
8908132,804,UKR53274,53274,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Bilohorodska,Horenychi,50.4193,30.2114,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Horenychi, Kyiv. Casualties unknown.",0,1647376821,UKR
8908133,804,UKR53278,53278,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Andriivka,50.551,29.8318,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Andriivka, Kyiv. Casualties unknown.",0,1647376821,UKR
8908136,804,UKR53226,53226,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Kyinska,Shestovytsia,51.3861,31.1934,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces clashed with the Ukrainian forces near Shestovytsia, Cherhihiv. Casualties unknown.",0,1647376821,UKR
8908140,804,UKR53279,53279,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Kopyliv,50.4085,29.8947,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Kopyliv, Kyiv. Casualties unknown.",0,1647376821,UKR
8908141,804,UKR53263,53263,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Boryspilskyi,Zolochivska,Vyshenky,50.3043,30.7147,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces clashed with Ukrainian forces near Vyshenky, Kyiv. Casualties unknown.",0,1647376821,UKR
8908143,804,UKR53271,53271,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Brovarskyi,Zazymska,Zazymia,50.5669,30.6791,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces clashed with Ukrainian forces near Zazymia, Kyiv. Casualties unknown.",0,1647376821,UKR
8908144,804,UKR53227,53227,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Mykhailo-Kotsiubynska,Mykhailo-Kotsiubynske,51.4497,31.0781,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces clashed with the Ukrainian forces near Mykhailo-Kotsiubynske, Cherhihiv. Casualties unknown.",0,1647376821,UKR
8908146,804,UKR53283,53283,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Vyshhorodskyi,Dymerska,Demydiv,50.7277,30.3307,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Demydiv, Kyiv. Casualties unknown.",0,1647376821,UKR
8908147,804,UKR53281,53281,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Motyzhyn,50.3819,29.9262,2,"Ministry of Defence of Ukraine",Other,"On 11 March 2022, the Russian military forces tried to break through the defence of Ukrainian forces near Motyzhyn, Kyiv. Casualties unknown.",0,1647376821,UKR
8908163,804,UKR53270,53270,"11 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Brovarskyi,Velykodymerska,"Velyka Dymerka",50.5927,30.9102,1,"Novoye Vremya Ukraine",National,"On 11 March 2022, fighting took place between Russian forces and Ukrainian forces in Velyka Dymerka, Kyiv. Casualties unknown.",0,1647376821,UKR
8908166,804,UKR53266,53266,"11 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kyiv,Brovarskyi,Kalinovskaya,Kalynivka,50.5636,30.8229,1,"Novoye Vremya Ukraine",National,"On 11 March 2022, Russian forces shelled civilian infrastructures in Kalynivka, Kyiv. Casualties unknown.",0,1647376821,UKR
8908168,804,UKR53275,53275,"11 March 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Buchanska,Bucha,50.5435,30.212,1,"Novoye Vremya Ukraine",National,"On 11 March 2022, Russian forces fired with small arms on the Ukrainian civilians waiting for evacuation in Bucha, Kyiv. One civilian was injured.",0,1647376821,UKR
